Year,Quarter,Month,Day,Sum of Close
2023,Qtr 3,July,28,1092.6
2023,Qtr 3,July,31,1093.3
2023,Qtr 3,August,1,1087.05
2023,Qtr 3,August,2,1052.45
2023,Qtr 3,August,3,1036
2023,Qtr 3,August,4,1012.55
2023,Qtr 3,August,7,965.9
2023,Qtr 3,August,8,984.3
2023,Qtr 3,August,9,971.3
2023,Qtr 3,August,10,973.9
2023,Qtr 3,August,11,971.35
2023,Qtr 3,August,14,951.25
2023,Qtr 3,August,16,948.5
2023,Qtr 3,August,17,933.5
2023,Qtr 3,August,18,994.75
2023,Qtr 3,August,21,1020.05
2023,Qtr 3,August,22,1015.1
2023,Qtr 3,August,23,971.5
2023,Qtr 3,August,24,983.65
2023,Qtr 3,August,25,979.45
2023,Qtr 3,August,28,980.1
2023,Qtr 3,August,29,974.5
2023,Qtr 3,August,30,970.5
2023,Qtr 3,August,31,928.65
2023,Qtr 3,September,1,949.1
2023,Qtr 3,September,4,959.2
2023,Qtr 3,September,5,962.1
2023,Qtr 3,September,6,1006.1
2023,Qtr 3,September,7,1002.65
2023,Qtr 3,September,8,1001.2
2023,Qtr 3,September,11,1014.65
2023,Qtr 3,September,12,1004.8
2023,Qtr 3,September,13,985.8
2023,Qtr 3,September,14,983.8
2023,Qtr 3,September,15,1006.45
2023,Qtr 3,September,18,1004.95
2023,Qtr 3,September,20,1008.95
2023,Qtr 3,September,21,1023.45
2023,Qtr 3,September,22,1018.8
2023,Qtr 3,September,25,1013.8
2023,Qtr 3,September,26,1012.3
2023,Qtr 3,September,27,1018.75
2023,Qtr 3,September,28,1012.45
2023,Qtr 3,September,29,987.15
2023,Qtr 4,October,3,973.95
2023,Qtr 4,October,4,971.9
2023,Qtr 4,October,5,959.65
2023,Qtr 4,October,6,961.25
2023,Qtr 4,October,9,938.95
2023,Qtr 4,October,10,939.75
2023,Qtr 4,October,11,962.45
2023,Qtr 4,October,12,948.65
2023,Qtr 4,October,13,948.9
2023,Qtr 4,October,16,938.8
2023,Qtr 4,October,17,948.65
2023,Qtr 4,October,18,939.05
2023,Qtr 4,October,19,933
2023,Qtr 4,October,20,920.15
2023,Qtr 4,October,23,880.8
2023,Qtr 4,October,25,876.15
2023,Qtr 4,October,26,848.15
2023,Qtr 4,October,27,870.9
2023,Qtr 4,October,30,915.25
2023,Qtr 4,October,31,911.65
2023,Qtr 4,November,1,880.25
2023,Qtr 4,November,2,892.1
2023,Qtr 4,November,3,902.7
2023,Qtr 4,November,6,926.5
2023,Qtr 4,November,7,932.15
2023,Qtr 4,November,8,946.65
2023,Qtr 4,November,9,938.1
2023,Qtr 4,November,10,938.7
2023,Qtr 4,November,13,940.15
2023,Qtr 4,November,15,950.15
2023,Qtr 4,November,16,941.35
2023,Qtr 4,November,17,936.1
2023,Qtr 4,November,20,926.2
2023,Qtr 4,November,21,926.6
2023,Qtr 4,November,22,914.45
2023,Qtr 4,November,23,930.7
2023,Qtr 4,November,24,937.9
2023,Qtr 4,November,28,1052.8
2023,Qtr 4,November,29,1041.7
2023,Qtr 4,November,30,1028.8
2023,Qtr 4,December,1,1026.5
2023,Qtr 4,December,4,1123.75
2023,Qtr 4,December,5,1348.5
2023,Qtr 4,December,6,1563.45
2023,Qtr 4,December,7,1624.15
2023,Qtr 4,December,8,1550.3
2023,Qtr 4,December,11,1530
2023,Qtr 4,December,12,1463.9
2023,Qtr 4,December,13,1427.7
2023,Qtr 4,December,14,1508.3
2023,Qtr 4,December,15,1526.65
2023,Qtr 4,December,18,1524.65
2023,Qtr 4,December,19,1531.8
2023,Qtr 4,December,20,1452.15
2023,Qtr 4,December,21,1519.55
2023,Qtr 4,December,22,1533.1
2023,Qtr 4,December,26,1600.2
2023,Qtr 4,December,27,1601.1
2023,Qtr 4,December,28,1561
2023,Qtr 4,December,29,1597
2024,Qtr 1,January,1,1598.4
2024,Qtr 1,January,2,1603.55
2024,Qtr 1,January,3,1697.25
2024,Qtr 1,January,4,1692.5
2024,Qtr 1,January,5,1674
2024,Qtr 1,January,8,1680.05
2024,Qtr 1,January,9,1683.4
2024,Qtr 1,January,10,1723.25
2024,Qtr 1,January,11,1714.15
2024,Qtr 1,January,12,1710.7
2024,Qtr 1,January,15,1694.8
2024,Qtr 1,January,16,1666.8
2024,Qtr 1,January,17,1615
2024,Qtr 1,January,18,1588.25
2024,Qtr 1,January,19,1570.75
2024,Qtr 1,January,23,1680.9
2024,Qtr 1,January,24,1641.35
2024,Qtr 1,January,25,1664.8
2024,Qtr 1,January,29,1715.5
2024,Qtr 1,January,30,1679.45
2024,Qtr 1,January,31,1669.45
2024,Qtr 1,February,1,1665.95
2024,Qtr 1,February,2,1674.25
2024,Qtr 1,February,5,1668.65
2024,Qtr 1,February,6,1721.65
2024,Qtr 1,February,7,1866
2024,Qtr 1,February,8,1827.95
2024,Qtr 1,February,9,1880.7
2024,Qtr 1,February,12,1842.6
2024,Qtr 1,February,13,1815.55
2024,Qtr 1,February,14,1852.25
2024,Qtr 1,February,15,1900.75
2024,Qtr 1,February,16,1904.75
2024,Qtr 1,February,19,1955.05
2024,Qtr 1,February,20,1926.65
2024,Qtr 1,February,21,1904.95
2024,Qtr 1,February,22,1922.65
2024,Qtr 1,February,23,1923.3
2024,Qtr 1,February,26,1970.45
2024,Qtr 1,February,27,1979.5
2024,Qtr 1,February,28,1918.15
2024,Qtr 1,February,29,1895.05
2024,Qtr 1,March,1,1969.55
2024,Qtr 1,March,4,1940.7
2024,Qtr 1,March,5,1947.4
2024,Qtr 1,March,6,1910.5
2024,Qtr 1,March,7,1929.1
2024,Qtr 1,March,11,1930.3
2024,Qtr 1,March,12,1897.1
2024,Qtr 1,March,13,1725
2024,Qtr 1,March,14,1895.3
2024,Qtr 1,March,15,1902.6
2024,Qtr 1,March,18,1869.9
2024,Qtr 1,March,19,1821.55
2024,Qtr 1,March,20,1847.75
2024,Qtr 1,March,21,1855.35
2024,Qtr 1,March,22,1851.75
2024,Qtr 1,March,26,1859
2024,Qtr 1,March,27,1822.5
2024,Qtr 1,March,28,1835.15
2024,Qtr 2,April,1,1888.3
2024,Qtr 2,April,2,1892.65
2024,Qtr 2,April,3,1878.95
2024,Qtr 2,April,4,1890.85
2024,Qtr 2,April,5,1901.95
2024,Qtr 2,April,8,1919.1
2024,Qtr 2,April,9,1916.2
2024,Qtr 2,April,10,1907.5
2024,Qtr 2,April,12,1884.05
2024,Qtr 2,April,15,1815.1
2024,Qtr 2,April,16,1811.65
2024,Qtr 2,April,18,1775.45
2024,Qtr 2,April,19,1770.05
2024,Qtr 2,April,22,1793.75
2024,Qtr 2,April,23,1816.4
2024,Qtr 2,April,24,1808.3
2024,Qtr 2,April,25,1812.65
2024,Qtr 2,April,26,1806.65
2024,Qtr 2,April,29,1806.85
2024,Qtr 2,April,30,1797.65
2024,Qtr 2,May,2,1786.85
2024,Qtr 2,May,3,1799.8
2024,Qtr 2,May,6,1766.65
2024,Qtr 2,May,7,1726
2024,Qtr 2,May,8,1773
2024,Qtr 2,May,9,1712.15
2024,Qtr 2,May,10,1714.75
2024,Qtr 2,May,13,1715.15
2024,Qtr 2,May,14,1788.8
2024,Qtr 2,May,15,1839.15
2024,Qtr 2,May,16,1844.4
2024,Qtr 2,May,17,1833
2024,Qtr 2,May,21,1859.35
2024,Qtr 2,May,22,1866.45
2024,Qtr 2,May,23,1888.8
2024,Qtr 2,May,24,1926.65
2024,Qtr 2,May,27,1929.5
2024,Qtr 2,May,28,1893.65
2024,Qtr 2,May,29,1879.6
2024,Qtr 2,May,30,1874.9
2024,Qtr 2,May,31,1908.35
2024,Qtr 2,June,3,2038
2024,Qtr 2,June,4,1646
2024,Qtr 2,June,5,1828.85
2024,Qtr 2,June,6,1865.2
2024,Qtr 2,June,7,1864.25
2024,Qtr 2,June,10,1880.35
2024,Qtr 2,June,11,1855.7
2024,Qtr 2,June,12,1827.35
2024,Qtr 2,June,13,1797.55
2024,Qtr 2,June,14,1806.3
2024,Qtr 2,June,18,1814
2024,Qtr 2,June,19,1789.65
2024,Qtr 2,June,20,1806.4
2024,Qtr 2,June,21,1780.45
2024,Qtr 2,June,24,1795.7
