Date,Day,Month,Quarter,Year,Open,Close,Volume
10/6/2020,Wednesday,October,Q4,2020,749.5,735.9,558101
10/7/2020,Thursday,October,Q4,2020,720,699.3,1041856
10/8/2020,Friday,October,Q4,2020,698.5,696.15,733669
10/9/2020,Monday,October,Q4,2020,695.8,683.95,511431
10/12/2020,Tuesday,October,Q4,2020,683.95,671.55,625307
10/13/2020,Wednesday,October,Q4,2020,671,705.1,1069869
10/14/2020,Thursday,October,Q4,2020,719,725.45,1229449
10/15/2020,Friday,October,Q4,2020,730.7,704.25,736686
10/16/2020,Monday,October,Q4,2020,710,705.35,277648
10/19/2020,Tuesday,October,Q4,2020,711.2,702.8,312983
10/20/2020,Wednesday,October,Q4,2020,694.95,688.7,260962
10/21/2020,Thursday,October,Q4,2020,690,692.35,335318
10/22/2020,Friday,October,Q4,2020,685.5,726.95,864954
10/23/2020,Monday,October,Q4,2020,734.8,720.3,665517
10/26/2020,Tuesday,October,Q4,2020,720,704.7,271180
10/27/2020,Wednesday,October,Q4,2020,720.05,739.9,930052
10/28/2020,Thursday,October,Q4,2020,776.85,776.85,1869868
10/29/2020,Friday,October,Q4,2020,755,815.65,962440
10/30/2020,Monday,November,Q4,2020,834,856.4,2053374
11/2/2020,Tuesday,November,Q4,2020,860,859.2,2583066
11/3/2020,Wednesday,November,Q4,2020,881,830.4,1612967
11/4/2020,Thursday,November,Q4,2020,834.4,840.9,1373310
11/5/2020,Friday,November,Q4,2020,812.5,854.6,1581863
11/6/2020,Monday,November,Q4,2020,855,860,911015
11/9/2020,Tuesday,November,Q4,2020,879,899.35,1670461
11/10/2020,Wednesday,November,Q4,2020,914.95,854.85,1327147
11/11/2020,Thursday,November,Q4,2020,868,897.55,2287847
11/12/2020,Friday,November,Q4,2020,914,942.35,3622736
11/13/2020,Saturday,November,Q4,2020,949,989.35,4566982
11/14/2020,Tuesday,November,Q4,2020,1018,1008.6,578986
11/17/2020,Wednesday,November,Q4,2020,1028.95,1058.45,5333462
11/18/2020,Thursday,November,Q4,2020,1068.7,1080.95,3999840
11/19/2020,Friday,November,Q4,2020,1080.95,1083.5,3533747
11/20/2020,Monday,November,Q4,2020,1051,1134.55,5044065
11/23/2020,Tuesday,November,Q4,2020,1155,1180.3,3863685
11/24/2020,Wednesday,November,Q4,2020,1203.4,1205.15,4004468
11/25/2020,Thursday,November,Q4,2020,1205.15,1144.9,301443
11/26/2020,Friday,November,Q4,2020,1087.7,1104.45,3205678
11/27/2020,Tuesday,December,Q4,2020,1105,1136.4,45148093
12/1/2020,Wednesday,December,Q4,2020,1133.9,1134.7,2599117
12/2/2020,Thursday,December,Q4,2020,1140,1146,875255
12/3/2020,Friday,December,Q4,2020,1154,1145,592144
12/4/2020,Monday,December,Q4,2020,1150,1129.75,741720
12/7/2020,Tuesday,December,Q4,2020,1135,1106.25,1351024
12/8/2020,Wednesday,December,Q4,2020,1109,1098.65,998344
12/9/2020,Thursday,December,Q4,2020,1100,1070.1,1080870
12/10/2020,Friday,December,Q4,2020,1064.7,1036.7,568627
12/11/2020,Monday,December,Q4,2020,990.05,1041.5,1793445
12/14/2020,Tuesday,December,Q4,2020,1019,1010.8,921358
12/15/2020,Wednesday,December,Q4,2020,1009,1013.65,754880
12/16/2020,Thursday,December,Q4,2020,1019.75,1019.4,451443
12/17/2020,Friday,December,Q4,2020,1023.9,1041.55,686579
12/18/2020,Monday,December,Q4,2020,1058.4,1016.15,1037435
12/21/2020,Tuesday,December,Q4,2020,1004.8,1020.3,999121
12/22/2020,Wednesday,December,Q4,2020,992,1029.9,637121
12/23/2020,Thursday,December,Q4,2020,1035,1044.95,684864
12/24/2020,Monday,December,Q4,2020,1058,1036.2,406594
12/28/2020,Tuesday,December,Q4,2020,1036.2,1038,425292
12/29/2020,Wednesday,December,Q4,2020,1040,1038.7,349607
12/30/2020,Thursday,December,Q4,2020,1039.9,1052.95,374589
12/31/2020,Friday,January,Q1,2021,1070,1052.6,980110
1/1/2021,Monday,January,Q1,2021,1079.9,1065.95,297560
1/4/2021,Tuesday,January,Q1,2021,1088.4,1082.25,360776
1/5/2021,Wednesday,January,Q1,2021,1070.2,1096.45,526896
1/6/2021,Thursday,January,Q1,2021,1100,1107.25,427847
1/7/2021,Friday,January,Q1,2021,1113.7,1063.1,1285732
1/8/2021,Monday,January,Q1,2021,1071,1014.9,1646213
1/11/2021,Tuesday,January,Q1,2021,1020.95,968.3,1303510
1/12/2021,Wednesday,January,Q1,2021,980,924.15,1578700
1/13/2021,Thursday,January,Q1,2021,930,922.15,985028
1/14/2021,Friday,January,Q1,2021,925.95,968.25,1514658
1/15/2021,Monday,January,Q1,2021,1016.65,947.75,2143296
1/18/2021,Tuesday,January,Q1,2021,945,949.75,1294049
1/19/2021,Wednesday,January,Q1,2021,978.85,992.85,849095
1/20/2021,Thursday,January,Q1,2021,994.65,1020.15,1055316
1/21/2021,Friday,January,Q1,2021,1021.75,1048.8,902543
1/22/2021,Monday,January,Q1,2021,1047.8,1047.85,651810
1/25/2021,Wednesday,January,Q1,2021,1055,1031.1,528369
1/27/2021,Thursday,January,Q1,2021,1030.2,1028.55,510466
1/28/2021,Friday,January,Q1,2021,1016.5,1032.9,273105
1/29/2021,Monday,February,Q1,2021,1035.6,1004.9,1497461
2/1/2021,Tuesday,February,Q1,2021,1018,1024.25,535861
2/2/2021,Wednesday,February,Q1,2021,1033.5,1031.95,353217
2/3/2021,Thursday,February,Q1,2021,1041.25,1026.7,397320
2/4/2021,Friday,February,Q1,2021,1047.95,1078,1089299
2/5/2021,Monday,February,Q1,2021,1101,1077.15,692820
2/8/2021,Tuesday,February,Q1,2021,1070,1063.45,431477
2/9/2021,Wednesday,February,Q1,2021,1068,1086.05,3536318
2/10/2021,Thursday,February,Q1,2021,1076,1080.45,4856552
2/11/2021,Friday,February,Q1,2021,1080,1074.6,4503787
2/12/2021,Monday,February,Q1,2021,1064.95,1068.95,4532486
2/15/2021,Tuesday,February,Q1,2021,1068,1062.85,4525422
2/16/2021,Wednesday,February,Q1,2021,1050,1078.3,5182242
2/17/2021,Thursday,February,Q1,2021,1085,1104.25,6145401
2/18/2021,Friday,February,Q1,2021,1100,1109.5,5456103
2/19/2021,Monday,February,Q1,2021,1109.8,1117.7,1004331
2/22/2021,Tuesday,February,Q1,2021,1103,1141.45,956638
2/23/2021,Wednesday,February,Q1,2021,1161.2,1196.2,5405934
2/24/2021,Thursday,February,Q1,2021,1209.7,1169.35,494155
2/25/2021,Friday,February,Q1,2021,1174.6,1128.55,678592
2/26/2021,Monday,March,Q1,2021,1125,1159.85,6662742
3/1/2021,Tuesday,March,Q1,2021,1170,1141,448402
3/2/2021,Wednesday,March,Q1,2021,1155,1164.85,521226
3/3/2021,Thursday,March,Q1,2021,1178.9,1176.3,494659
3/4/2021,Friday,March,Q1,2021,1176,1184.65,641914
3/5/2021,Monday,March,Q1,2021,1178.9,1172.75,595718
3/8/2021,Tuesday,March,Q1,2021,1178,1171.6,267891
3/9/2021,Wednesday,March,Q1,2021,1179.95,1166.2,332177
3/10/2021,Friday,March,Q1,2021,1165.5,1185.65,483563
3/12/2021,Monday,March,Q1,2021,1200,1160.6,296923
3/15/2021,Tuesday,March,Q1,2021,1179,1193.1,453478
3/16/2021,Wednesday,March,Q1,2021,1209.9,1219.8,648757
3/17/2021,Thursday,March,Q1,2021,1229.85,1164.3,407312
3/18/2021,Friday,March,Q1,2021,1179.4,1135.85,269255
3/19/2021,Monday,March,Q1,2021,1129.9,1192.6,622620
3/22/2021,Tuesday,March,Q1,2021,1252.2,1252.2,382028
3/23/2021,Wednesday,March,Q1,2021,1309,1313.65,2252589
3/24/2021,Thursday,March,Q1,2021,1297.2,1291.35,1159456
3/25/2021,Friday,March,Q1,2021,1300,1226.8,436451
3/26/2021,Tuesday,March,Q1,2021,1215,1212.35,436902
3/30/2021,Wednesday,March,Q1,2021,1216.05,1157.65,737543
3/31/2021,Thursday,April,Q2,2021,1157.65,1104.85,779163
4/1/2021,Monday,April,Q2,2021,1104.9,1160.05,523216
4/5/2021,Tuesday,April,Q2,2021,1165,1164.2,822644
4/6/2021,Wednesday,April,Q2,2021,1175.9,1194.45,574032
4/7/2021,Thursday,April,Q2,2021,1215,1196.2,572004
4/8/2021,Friday,April,Q2,2021,1177,1165.5,462142
4/9/2021,Monday,April,Q2,2021,1179.8,1142.75,526463
4/12/2021,Tuesday,April,Q2,2021,1129.95,1085.65,313902
4/13/2021,Thursday,April,Q2,2021,1085.4,1116.05,888788
4/15/2021,Friday,April,Q2,2021,1115.95,1122.7,786223
4/16/2021,Monday,April,Q2,2021,1122.7,1108.6,494736
4/19/2021,Tuesday,April,Q2,2021,1088,1056.35,563766
4/20/2021,Thursday,April,Q2,2021,1060,1043.95,477549
4/22/2021,Friday,April,Q2,2021,1043.95,1030.45,434346
4/23/2021,Monday,April,Q2,2021,1027,1052.4,363924
4/26/2021,Tuesday,April,Q2,2021,1060.35,1049.25,226465
4/27/2021,Wednesday,April,Q2,2021,1064,1054.6,204814
4/28/2021,Thursday,April,Q2,2021,1065,1054.7,273943
4/29/2021,Friday,April,Q2,2021,1060,1055.75,218774
4/30/2021,Monday,May,Q2,2021,1040.9,1018.95,466631
5/3/2021,Tuesday,May,Q2,2021,1015,1036.5,324742
5/4/2021,Wednesday,May,Q2,2021,1050,1045.1,256463
5/5/2021,Thursday,May,Q2,2021,1059,1064.55,446011
5/6/2021,Friday,May,Q2,2021,1083.95,1099.6,762063
5/7/2021,Monday,May,Q2,2021,1120,1102.9,784571
5/10/2021,Tuesday,May,Q2,2021,1110,1102.85,336905
5/11/2021,Wednesday,May,Q2,2021,1094,1077.95,344008
5/12/2021,Friday,May,Q2,2021,1077,1049.8,369512
5/14/2021,Monday,May,Q2,2021,1069,1088.05,681045
5/17/2021,Tuesday,May,Q2,2021,1142.45,1142.45,268800
5/18/2021,Wednesday,May,Q2,2021,1199.55,1198.75,825222
5/19/2021,Thursday,May,Q2,2021,1244,1243.65,2581312
5/20/2021,Friday,May,Q2,2021,1274,1268.85,1235091
5/21/2021,Monday,May,Q2,2021,1285,1299.2,1145075
5/24/2021,Tuesday,May,Q2,2021,1317,1360.95,1906731
5/25/2021,Wednesday,May,Q2,2021,1390,1314.25,1212221
5/26/2021,Thursday,May,Q2,2021,1325,1264.6,1022936
5/27/2021,Friday,May,Q2,2021,1289.7,1266.6,2431113
5/28/2021,Monday,May,Q2,2021,1273,1238.95,747224
5/31/2021,Tuesday,June,Q2,2021,1260,1268.2,405540
6/1/2021,Wednesday,June,Q2,2021,1270,1271.05,664012
6/2/2021,Thursday,June,Q2,2021,1275,1299.8,1381899
6/3/2021,Friday,June,Q2,2021,1323,1286.9,1190736
6/4/2021,Monday,June,Q2,2021,1305.2,1277.25,842516
6/7/2021,Tuesday,June,Q2,2021,1294.4,1264.85,647083
6/8/2021,Wednesday,June,Q2,2021,1278,1267.55,678122
6/9/2021,Thursday,June,Q2,2021,1270,1239.15,300531
6/10/2021,Friday,June,Q2,2021,1250,1233.5,1367276
6/11/2021,Monday,June,Q2,2021,1233,1217.7,1903191
6/14/2021,Tuesday,June,Q2,2021,1156.85,1212.9,2000802
6/15/2021,Wednesday,June,Q2,2021,1222,1212.2,1994140
6/16/2021,Thursday,June,Q2,2021,1171.05,1182.75,1781769
6/17/2021,Friday,June,Q2,2021,1123.65,1123.65,1709482
6/18/2021,Monday,June,Q2,2021,1067.5,1067.55,1227389
6/21/2021,Tuesday,June,Q2,2021,1014.2,1120.9,2046583
6/22/2021,Wednesday,June,Q2,2021,1150,1167.4,2492565
6/23/2021,Thursday,June,Q2,2021,1178,1166.15,1221164
6/24/2021,Friday,June,Q2,2021,1125,1139.7,1653777
6/25/2021,Monday,June,Q2,2021,1116.95,1167.25,1964847
6/28/2021,Tuesday,June,Q2,2021,1167.25,1119.85,1892105
6/29/2021,Wednesday,June,Q2,2021,1120,1126.3,1995959
6/30/2021,Thursday,July,Q3,2021,1120,1124.9,1856503
7/1/2021,Friday,July,Q3,2021,1124.9,1068.7,231561
7/2/2021,Monday,July,Q3,2021,1015.3,1015.3,151999
7/5/2021,Tuesday,July,Q3,2021,966,964.55,163265
7/6/2021,Wednesday,July,Q3,2021,916.35,1012.75,342899
7/7/2021,Thursday,July,Q3,2021,1011,1017.05,247291
7/8/2021,Friday,July,Q3,2021,1027,1028.65,166271
7/9/2021,Monday,July,Q3,2021,1025,1019.4,91944
7/12/2021,Tuesday,July,Q3,2021,1002.35,1004.2,61803
7/13/2021,Wednesday,July,Q3,2021,1014,989.2,109696
7/14/2021,Thursday,July,Q3,2021,1009,979.7,422385
7/15/2021,Friday,July,Q3,2021,975,995.8,125826
7/16/2021,Monday,July,Q3,2021,996,1008.65,235508
7/19/2021,Tuesday,July,Q3,2021,1008,979.15,114607
7/20/2021,Thursday,July,Q3,2021,930.2,945.1,211121
7/22/2021,Friday,July,Q3,2021,920,988.25,296802
7/23/2021,Monday,July,Q3,2021,989,980.25,79379
7/26/2021,Tuesday,July,Q3,2021,975,942.2,95733
7/27/2021,Wednesday,July,Q3,2021,942.2,914.45,110537
7/28/2021,Thursday,July,Q3,2021,915.5,945.65,163911
7/29/2021,Friday,July,Q3,2021,950.75,924.3,95929
7/30/2021,Monday,August,Q3,2021,930.85,882.3,238191
8/2/2021,Tuesday,August,Q3,2021,882.4,876.15,1113774
8/3/2021,Wednesday,August,Q3,2021,888,890.9,1372522
8/4/2021,Thursday,August,Q3,2021,905,898.15,1317233
8/5/2021,Friday,August,Q3,2021,910,889.65,1447231
8/6/2021,Monday,August,Q3,2021,892,910.55,1079251
8/9/2021,Tuesday,August,Q3,2021,913,906.55,1809323
8/10/2021,Wednesday,August,Q3,2021,915,908.4,2775029
8/11/2021,Thursday,August,Q3,2021,908.4,901.5,2606211
8/12/2021,Friday,August,Q3,2021,890,913.7,2615374
8/13/2021,Monday,August,Q3,2021,902.05,919.1,2478660
8/16/2021,Tuesday,August,Q3,2021,919,925.25,2532972
8/17/2021,Wednesday,August,Q3,2021,927,936.85,2111296
8/18/2021,Friday,August,Q3,2021,950,942.5,2934048
8/20/2021,Monday,August,Q3,2021,938.95,935.85,2465015
8/23/2021,Tuesday,August,Q3,2021,935,933.65,2179201
8/24/2021,Wednesday,August,Q3,2021,936,949.7,2838887
8/25/2021,Thursday,August,Q3,2021,954,997.15,2263117
8/26/2021,Friday,August,Q3,2021,1040,1046.45,1686596
8/27/2021,Monday,August,Q3,2021,1050,1049.1,2132213
8/30/2021,Tuesday,August,Q3,2021,1040,1060.35,2426934
8/31/2021,Wednesday,September,Q3,2021,1053.95,1068.35,2737522
9/1/2021,Thursday,September,Q3,2021,1075,1079.8,1520928
9/2/2021,Friday,September,Q3,2021,1060,1085.35,1483278
9/3/2021,Monday,September,Q3,2021,1097,1081.35,1093470
9/6/2021,Tuesday,September,Q3,2021,1099,1112.75,674863
9/7/2021,Wednesday,September,Q3,2021,1120,1110.05,244582
9/8/2021,Thursday,September,Q3,2021,1091.55,1158.3,742832
9/9/2021,Monday,September,Q3,2021,1170,1215.95,582097
9/13/2021,Tuesday,September,Q3,2021,1215,1185.2,713024
9/14/2021,Wednesday,September,Q3,2021,1189,1149.4,903673
9/15/2021,Thursday,September,Q3,2021,1160.5,1126.95,568745
9/16/2021,Friday,September,Q3,2021,1137,1169.65,581390
9/17/2021,Monday,September,Q3,2021,1184,1153.25,821213
9/20/2021,Tuesday,September,Q3,2021,1145.95,1131.15,1781350
9/21/2021,Wednesday,September,Q3,2021,1115,1120.7,1798120
9/22/2021,Thursday,September,Q3,2021,1147.4,1141.55,2248068
9/23/2021,Friday,September,Q3,2021,1150,1149.2,2615150
9/24/2021,Monday,September,Q3,2021,1149.2,1151.8,3334805
9/27/2021,Tuesday,September,Q3,2021,1157,1153.45,3249556
9/28/2021,Wednesday,September,Q3,2021,1158,1144.5,3469774
9/29/2021,Thursday,September,Q3,2021,1130,1138.65,3694509
9/30/2021,Friday,October,Q4,2021,1139,1146.6,1551279
10/1/2021,Monday,October,Q4,2021,1147.95,1151.05,447943
10/4/2021,Tuesday,October,Q4,2021,1161,1176.1,278908
10/5/2021,Wednesday,October,Q4,2021,1203,1222.2,583547
10/6/2021,Thursday,October,Q4,2021,1231.9,1214.6,375503
10/7/2021,Friday,October,Q4,2021,1225,1205.65,179544
10/8/2021,Monday,October,Q4,2021,1219.8,1176.55,174740
10/11/2021,Tuesday,October,Q4,2021,1199.3,1162.1,181216
10/12/2021,Wednesday,October,Q4,2021,1185,1208.35,418421
10/13/2021,Thursday,October,Q4,2021,1208.35,1193.5,265060
10/14/2021,Monday,October,Q4,2021,1203,1206.55,250393
10/18/2021,Tuesday,October,Q4,2021,1221,1203.65,254046
10/19/2021,Wednesday,October,Q4,2021,1210,1181.35,176429
10/20/2021,Thursday,October,Q4,2021,1195,1179.15,241623
10/21/2021,Friday,October,Q4,2021,1190,1198.95,271740
10/22/2021,Monday,October,Q4,2021,1200.9,1202.15,301252
10/25/2021,Tuesday,October,Q4,2021,1212,1202.4,218738
10/26/2021,Wednesday,October,Q4,2021,1188,1179.95,138432
10/27/2021,Thursday,October,Q4,2021,1190,1206.1,381133
10/28/2021,Friday,October,Q4,2021,1204.5,1147.15,314777
10/29/2021,Monday,November,Q4,2021,1155,1152.85,364243
11/1/2021,Tuesday,November,Q4,2021,1155,1172.35,1215021
11/2/2021,Wednesday,November,Q4,2021,1178,1174.25,1638199
11/3/2021,Thursday,November,Q4,2021,1175,1204.5,1848796
11/4/2021,Monday,November,Q4,2021,1215,1200.4,37041
11/8/2021,Tuesday,November,Q4,2021,1224.35,1226,1615093
11/9/2021,Wednesday,November,Q4,2021,1215,1230.8,2220381
11/10/2021,Thursday,November,Q4,2021,1223,1228.85,1819508
11/11/2021,Friday,November,Q4,2021,1231.95,1230.8,1536247
11/12/2021,Monday,November,Q4,2021,1248,1292.3,1685194
11/15/2021,Tuesday,November,Q4,2021,1330,1305.05,1955088
11/16/2021,Wednesday,November,Q4,2021,1314,1314.35,2043814
11/17/2021,Thursday,November,Q4,2021,1305,1313.5,2180190
11/18/2021,Monday,November,Q4,2021,1299.8,1345.75,2032876
11/22/2021,Tuesday,November,Q4,2021,1358,1340.95,2725159
11/23/2021,Wednesday,November,Q4,2021,1329.45,1407.05,3017882
11/24/2021,Thursday,November,Q4,2021,1420,1391.35,3007303
11/25/2021,Friday,November,Q4,2021,1394.8,1405.05,1430455
11/26/2021,Monday,November,Q4,2021,1371.05,1372.55,1609398
11/29/2021,Tuesday,November,Q4,2021,1346,1352.75,424967
11/30/2021,Wednesday,December,Q4,2021,1349,1295.4,1651907
12/1/2021,Thursday,December,Q4,2021,1235,1328.6,1225618
12/2/2021,Friday,December,Q4,2021,1338,1341.6,454785
12/3/2021,Monday,December,Q4,2021,1349.45,1389.65,921744
12/6/2021,Tuesday,December,Q4,2021,1398.3,1378.7,516587
12/7/2021,Wednesday,December,Q4,2021,1398,1389.7,796718
12/8/2021,Thursday,December,Q4,2021,1368.05,1390.5,727977
12/9/2021,Friday,December,Q4,2021,1400,1390.1,668010
12/10/2021,Monday,December,Q4,2021,1395,1388.9,757777
12/13/2021,Tuesday,December,Q4,2021,1430,1385.95,1184987
12/14/2021,Wednesday,December,Q4,2021,1388,1436.35,949575
12/15/2021,Thursday,December,Q4,2021,1450,1439.25,457324
12/16/2021,Friday,December,Q4,2021,1458,1402.25,508315
12/17/2021,Monday,December,Q4,2021,1405,1413.25,1210610
12/20/2021,Tuesday,December,Q4,2021,1410,1369.5,608784
12/21/2021,Wednesday,December,Q4,2021,1385,1383.15,653263
12/22/2021,Thursday,December,Q4,2021,1396.1,1403.1,663073
12/23/2021,Friday,December,Q4,2021,1424,1422.05,380538
12/24/2021,Monday,December,Q4,2021,1425,1385.4,674141
12/27/2021,Tuesday,December,Q4,2021,1388.9,1375.5,443450
12/28/2021,Wednesday,December,Q4,2021,1386,1398.8,525392
12/29/2021,Thursday,December,Q4,2021,1398.5,1392.65,304195
12/30/2021,Friday,December,Q4,2021,1385.05,1311.05,866537
12/31/2021,Monday,January,Q1,2022,1325.1,1330.25,235438
1/3/2022,Tuesday,January,Q1,2022,1340,1346.9,130549
1/4/2022,Wednesday,January,Q1,2022,1357,1366.7,192988
1/5/2022,Thursday,January,Q1,2022,1366.7,1399.65,394705
1/6/2022,Friday,January,Q1,2022,1400,1409.8,212678
1/7/2022,Monday,January,Q1,2022,1427.8,1423.1,285809
1/10/2022,Tuesday,January,Q1,2022,1405,1438.9,275337
1/11/2022,Wednesday,January,Q1,2022,1448,1567.95,1351146
1/12/2022,Thursday,January,Q1,2022,1599,1647.55,2070560
1/13/2022,Friday,January,Q1,2022,1650,1661.8,940202
1/14/2022,Monday,January,Q1,2022,1657,1697.95,656706
1/17/2022,Tuesday,January,Q1,2022,1706.45,1835.3,1670969
1/18/2022,Wednesday,January,Q1,2022,1850,1900.1,1797857
1/19/2022,Thursday,January,Q1,2022,1930,1938.45,1100995
1/20/2022,Friday,January,Q1,2022,1948.15,1966.7,644709
1/21/2022,Monday,January,Q1,2022,1973,1934.55,827055
1/24/2022,Tuesday,January,Q1,2022,1946.25,1837.85,449371
1/25/2022,Thursday,January,Q1,2022,1782.7,1929,620114
1/27/2022,Friday,January,Q1,2022,1900,1910.25,379757
1/28/2022,Monday,January,Q1,2022,1945,1938.4,352835
1/31/2022,Tuesday,February,Q1,2022,1957,1877.85,297221
2/1/2022,Wednesday,February,Q1,2022,1928,1904,492309
2/2/2022,Thursday,February,Q1,2022,1919.2,1916.3,258926
2/3/2022,Friday,February,Q1,2022,1915,1912.55,242268
2/4/2022,Monday,February,Q1,2022,1912.55,1950.35,296479
2/7/2022,Tuesday,February,Q1,2022,1970,2024.65,470440
2/8/2022,Wednesday,February,Q1,2022,2035,1928,561637
2/9/2022,Thursday,February,Q1,2022,1932.2,1919.8,348096
2/10/2022,Friday,February,Q1,2022,1929,1907.95,555955
2/11/2022,Monday,February,Q1,2022,1915.6,1907.6,397431
2/14/2022,Tuesday,February,Q1,2022,1875,1862.15,402089
2/15/2022,Wednesday,February,Q1,2022,1852.5,1889.5,410317
2/16/2022,Thursday,February,Q1,2022,1915,1931.75,659937
2/17/2022,Friday,February,Q1,2022,1950,2047.6,1665839
2/18/2022,Monday,February,Q1,2022,2060,2041.85,1134090
2/21/2022,Tuesday,February,Q1,2022,2041,1955.9,466499
2/22/2022,Wednesday,February,Q1,2022,1850,1971.95,1159269
2/23/2022,Thursday,February,Q1,2022,1982,1987.35,770250
2/24/2022,Friday,February,Q1,2022,1899,1849.75,1036033
2/25/2022,Monday,February,Q1,2022,1875,1923.5,644994
2/28/2022,Wednesday,March,Q1,2022,1899.9,1843.4,1899148
3/2/2022,Thursday,March,Q1,2022,1806,1882.55,977410
3/3/2022,Friday,March,Q1,2022,1930,1950.9,1175563
3/4/2022,Monday,March,Q1,2022,1947.9,1894.3,646859
3/7/2022,Tuesday,March,Q1,2022,1850,1803.75,636784
3/8/2022,Wednesday,March,Q1,2022,1849.65,1783.95,844346
3/9/2022,Thursday,March,Q1,2022,1825,1828.75,525645
3/10/2022,Friday,March,Q1,2022,1864.7,1881.85,657959
3/11/2022,Monday,March,Q1,2022,1897.9,1860.05,382512
3/14/2022,Tuesday,March,Q1,2022,1860.05,1822.4,362116
3/15/2022,Wednesday,March,Q1,2022,1840.7,1798.75,396469
3/16/2022,Thursday,March,Q1,2022,1835,1833.65,315891
3/17/2022,Monday,March,Q1,2022,1870,1901.2,1137281
3/21/2022,Tuesday,March,Q1,2022,1939.8,1876.05,546502
3/22/2022,Wednesday,March,Q1,2022,1860,1877.45,337757
3/23/2022,Thursday,March,Q1,2022,1884.4,1921.4,834792
3/24/2022,Friday,March,Q1,2022,1887,1911.4,477913
3/25/2022,Monday,March,Q1,2022,1928.5,1921.25,579479
3/28/2022,Tuesday,March,Q1,2022,1932.95,1930.85,746161
3/29/2022,Wednesday,March,Q1,2022,1935.2,1923.3,481913
3/30/2022,Thursday,March,Q1,2022,1936,1857.15,2316424
3/31/2022,Friday,April,Q2,2022,1890,1914.7,1144220
4/1/2022,Monday,April,Q2,2022,1935.55,1945.1,1015269
4/4/2022,Tuesday,April,Q2,2022,1978,2110.45,1898588
4/5/2022,Wednesday,April,Q2,2022,2152.7,2189.8,2206673
4/6/2022,Thursday,April,Q2,2022,2210,2197.4,1558568
4/7/2022,Friday,April,Q2,2022,2218,2166,2665993
4/8/2022,Monday,April,Q2,2022,2230,2321.85,2497727
4/11/2022,Tuesday,April,Q2,2022,2415,2665.15,4757168
4/12/2022,Wednesday,April,Q2,2022,2840,2792.4,7836658
4/13/2022,Monday,April,Q2,2022,2880,2864.3,2316844
4/18/2022,Tuesday,April,Q2,2022,2850,2970.5,2419364
4/19/2022,Wednesday,April,Q2,2022,3035,2911.95,2529522
4/20/2022,Thursday,April,Q2,2022,2966.55,2810.85,1065499
4/21/2022,Friday,April,Q2,2022,2859,2811.5,1122487
4/22/2022,Monday,April,Q2,2022,2830,2882.8,7604326
4/25/2022,Tuesday,April,Q2,2022,2825.15,2824,682910
4/26/2022,Wednesday,April,Q2,2022,2861,2952.45,1401444
4/27/2022,Thursday,April,Q2,2022,2955,2841.65,982473
4/28/2022,Friday,April,Q2,2022,2897.8,2912.2,887135
4/29/2022,Monday,May,Q2,2022,2935,2882.8,1101232
5/2/2022,Wednesday,May,Q2,2022,2860,2830.35,374592
5/4/2022,Thursday,May,Q2,2022,2800,2671.35,862120
5/5/2022,Friday,May,Q2,2022,2744,2845.9,865154
5/6/2022,Monday,May,Q2,2022,2813.9,2874.8,910667
5/9/2022,Tuesday,May,Q2,2022,2805.1,2706.4,581855
5/10/2022,Wednesday,May,Q2,2022,2696,2486.7,818487
5/11/2022,Thursday,May,Q2,2022,2535,2648.05,1287498
5/12/2022,Friday,May,Q2,2022,2700,2436.8,890166
5/13/2022,Monday,May,Q2,2022,2436,2171.55,1722448
5/16/2022,Tuesday,May,Q2,2022,2234,2281.7,1085417
5/17/2022,Wednesday,May,Q2,2022,2356,2285.8,966040
5/18/2022,Thursday,May,Q2,2022,2332,2396.1,1603590
5/19/2022,Friday,May,Q2,2022,2315,2317.5,698975
5/20/2022,Monday,May,Q2,2022,2388,2273.65,1325446
5/23/2022,Tuesday,May,Q2,2022,2299,2248.35,633157
5/24/2022,Wednesday,May,Q2,2022,2269,2136.3,868519
5/25/2022,Thursday,May,Q2,2022,2171,2187.35,1366317
5/26/2022,Friday,May,Q2,2022,2212,2164,1651419
5/27/2022,Monday,May,Q2,2022,2217,2166.45,664373
5/30/2022,Tuesday,May,Q2,2022,2189,2151.65,750092
5/31/2022,Wednesday,June,Q2,2022,2140,1888.95,14897503
6/1/2022,Thursday,June,Q2,2022,1828.95,1848.4,4813035
6/2/2022,Friday,June,Q2,2022,1825,1925.8,4258034
6/3/2022,Monday,June,Q2,2022,1960.8,1855.9,3557798
6/6/2022,Tuesday,June,Q2,2022,1853,1802.35,1727155
6/7/2022,Wednesday,June,Q2,2022,1804,1829.25,2860643
6/8/2022,Thursday,June,Q2,2022,1848.7,1801.9,1569422
6/9/2022,Friday,June,Q2,2022,1809,1812.65,1426447
6/10/2022,Monday,June,Q2,2022,1796,1757.6,1957093
6/13/2022,Tuesday,June,Q2,2022,1728.75,1798.7,2486948
6/14/2022,Wednesday,June,Q2,2022,1790,1788.75,1561899
6/15/2022,Thursday,June,Q2,2022,1819.8,1757.85,1493285
6/16/2022,Friday,June,Q2,2022,1787,1711.1,2137604
6/17/2022,Monday,June,Q2,2022,1681,1711.25,2595892
6/20/2022,Tuesday,June,Q2,2022,1708.3,1743.65,1562891
6/21/2022,Wednesday,June,Q2,2022,1760,1809.1,1280817
