Date,Day,Month,Quarter,Year,Open,Close,Volume
6/22/2022,Thursday,June,Q2,2022,1779.1,1736.1,1277913
6/23/2022,Friday,June,Q2,2022,1750,1796.75,1485891
6/24/2022,Monday,June,Q2,2022,1810,1857.6,1722411
6/27/2022,Tuesday,June,Q2,2022,1880,1917.65,1251839
6/28/2022,Wednesday,June,Q2,2022,1909,1909.85,959332
6/29/2022,Thursday,June,Q2,2022,1880.05,1901.7,1235652
6/30/2022,Friday,July,Q3,2022,1908,1929.6,1117021
7/1/2022,Monday,July,Q3,2022,1928,1963.65,1206875
7/4/2022,Tuesday,July,Q3,2022,1979.7,1883.6,1093460
7/5/2022,Wednesday,July,Q3,2022,1915,1876.4,651046
7/6/2022,Thursday,July,Q3,2022,1876,1903.7,497249
7/7/2022,Friday,July,Q3,2022,1920.2,1909.7,364922
7/8/2022,Monday,July,Q3,2022,1926.7,1921,392347
7/11/2022,Tuesday,July,Q3,2022,1918.5,2207.35,7833061
7/12/2022,Wednesday,July,Q3,2022,2229.95,2294.75,8095252
7/13/2022,Thursday,July,Q3,2022,2328,2104.75,6661674
7/14/2022,Friday,July,Q3,2022,2160,2087,8953549
7/15/2022,Monday,July,Q3,2022,2115.05,2072.65,16301850
7/18/2022,Tuesday,July,Q3,2022,2104.7,2093.25,3663774
7/19/2022,Wednesday,July,Q3,2022,2074,2109,2034492
7/20/2022,Thursday,July,Q3,2022,2134.85,2084.3,1925776
7/21/2022,Friday,July,Q3,2022,2091,2109.75,1538537
7/22/2022,Monday,July,Q3,2022,2125,2120.45,1403033
7/25/2022,Tuesday,July,Q3,2022,2124.85,2137.6,1166283
7/26/2022,Wednesday,July,Q3,2022,2144,2103.65,1105230
7/27/2022,Thursday,July,Q3,2022,2105,2099.2,854297
7/28/2022,Friday,July,Q3,2022,2117,2143.95,1108183
7/29/2022,Monday,August,Q3,2022,2155.1,2174.7,1608323
8/1/2022,Tuesday,August,Q3,2022,2190,2273.7,2239475
8/2/2022,Wednesday,August,Q3,2022,2285.1,2296.15,1655242
8/3/2022,Thursday,August,Q3,2022,2300,2204.6,2307959
8/4/2022,Friday,August,Q3,2022,2234.75,2190.95,2039481
8/5/2022,Monday,August,Q3,2022,2201.65,2106.2,1719376
8/8/2022,Wednesday,August,Q3,2022,2108.5,2165.2,1151202
8/10/2022,Thursday,August,Q3,2022,2184.9,2164.95,907527
8/11/2022,Friday,August,Q3,2022,2180,2164.9,782241
8/12/2022,Tuesday,August,Q3,2022,2170,2176,519745
8/16/2022,Wednesday,August,Q3,2022,2188.85,2218.2,1240364
8/17/2022,Thursday,August,Q3,2022,2223.3,2227.05,1118867
8/18/2022,Friday,August,Q3,2022,2227.7,2296.35,2878895
8/19/2022,Monday,August,Q3,2022,2315,2411.35,7397150
8/22/2022,Tuesday,August,Q3,2022,2450,2519.75,4743410
8/23/2022,Wednesday,August,Q3,2022,2547,2412.9,5363755
8/24/2022,Thursday,August,Q3,2022,2412,2358.85,3600804
8/25/2022,Friday,August,Q3,2022,2358,2368.3,2609271
8/26/2022,Monday,August,Q3,2022,2392,2392.75,1385038
8/29/2022,Tuesday,August,Q3,2022,2300,2337.85,1378247
8/30/2022,Thursday,September,Q3,2022,2372.45,2436.2,3234492
9/1/2022,Friday,September,Q3,2022,2431.5,2393.1,1178816
9/2/2022,Monday,September,Q3,2022,2424.85,2383.1,1470217
9/5/2022,Tuesday,September,Q3,2022,2402.5,2353.8,962996
9/6/2022,Wednesday,September,Q3,2022,2379.9,2374.9,1124530
9/7/2022,Thursday,September,Q3,2022,2372.5,2346.95,1318939
9/8/2022,Friday,September,Q3,2022,2370,2334.05,983638
9/9/2022,Monday,September,Q3,2022,2368,2315.9,1264789
9/12/2022,Tuesday,September,Q3,2022,2331,2355.95,947489
9/13/2022,Wednesday,September,Q3,2022,2387.85,2335.65,929989
9/14/2022,Thursday,September,Q3,2022,2200,2293.6,1342814
9/15/2022,Friday,September,Q3,2022,2315,2343.9,1883386
9/16/2022,Monday,September,Q3,2022,2333,2316.6,2122791
9/19/2022,Tuesday,September,Q3,2022,2326,2346.35,2109109
9/20/2022,Wednesday,September,Q3,2022,2370.4,2399.95,3222826
9/21/2022,Thursday,September,Q3,2022,2409.7,2362.8,2727517
9/22/2022,Friday,September,Q3,2022,2369.9,2363.6,1760549
9/23/2022,Monday,September,Q3,2022,2364,2323.85,1562228
9/26/2022,Tuesday,September,Q3,2022,2299.8,2210.35,1865096
9/27/2022,Wednesday,September,Q3,2022,2230.95,2146.3,855872
9/28/2022,Thursday,September,Q3,2022,2114,2051.05,1112288
9/29/2022,Friday,September,Q3,2022,2103.85,2004.05,1909893
9/30/2022,Monday,October,Q4,2022,2003.9,2260.8,5911038
10/3/2022,Tuesday,October,Q4,2022,2263.85,2074.05,3136977
10/4/2022,Thursday,October,Q4,2022,2154,2134.2,3959850
10/6/2022,Friday,October,Q4,2022,2162.95,2201.7,2419573
10/7/2022,Monday,October,Q4,2022,2209,2204.15,1190454
10/10/2022,Tuesday,October,Q4,2022,2184.2,2155.9,905480
10/11/2022,Wednesday,October,Q4,2022,2190,2128.8,1352289
10/12/2022,Thursday,October,Q4,2022,2147.8,2099.1,1256878
10/13/2022,Friday,October,Q4,2022,2115,2083.35,735633
10/14/2022,Monday,October,Q4,2022,2154.95,2033.15,949504
10/17/2022,Tuesday,October,Q4,2022,2044.1,2154.45,2910329
10/18/2022,Wednesday,October,Q4,2022,2184.4,2153.75,2404969
10/19/2022,Thursday,October,Q4,2022,2169,2119.8,1373248
10/20/2022,Friday,October,Q4,2022,2101,2138.9,1003651
10/21/2022,Monday,October,Q4,2022,2149.6,2105.3,5902738
10/24/2022,Tuesday,October,Q4,2022,2130,2121.25,120561
10/25/2022,Thursday,October,Q4,2022,2129.9,2079.9,960922
10/27/2022,Friday,October,Q4,2022,2097.15,2117.6,1265324
10/28/2022,Monday,October,Q4,2022,2123,2098.55,879806
10/31/2022,Tuesday,November,Q4,2022,2109.05,2102.9,854149
11/1/2022,Wednesday,November,Q4,2022,2108,2121.25,1112667
11/2/2022,Thursday,November,Q4,2022,2129,2137.05,912280
11/3/2022,Friday,November,Q4,2022,2127.05,2106.7,709541
11/4/2022,Monday,November,Q4,2022,2106.7,2121.25,777118
11/7/2022,Wednesday,November,Q4,2022,2127,2165.7,1094562
11/9/2022,Thursday,November,Q4,2022,2174,2215.5,1739571
11/10/2022,Friday,November,Q4,2022,2225,2176,746766
11/11/2022,Monday,November,Q4,2022,2207,2196.7,770505
11/14/2022,Tuesday,November,Q4,2022,2200,2178.55,628699
11/15/2022,Wednesday,November,Q4,2022,2185,2196.95,603539
11/16/2022,Thursday,November,Q4,2022,2197,2110.15,983542
11/17/2022,Friday,November,Q4,2022,2117.65,2102.6,594680
11/18/2022,Monday,November,Q4,2022,2113.15,2085.4,1062645
11/21/2022,Tuesday,November,Q4,2022,2084.9,2003.3,718527
11/22/2022,Wednesday,November,Q4,2022,2013.35,1986.1,629553
11/23/2022,Thursday,November,Q4,2022,1999.95,2036.5,637281
11/24/2022,Friday,November,Q4,2022,2048.8,2043.05,374383
11/25/2022,Monday,November,Q4,2022,2049,2023.95,655726
11/28/2022,Tuesday,November,Q4,2022,2034,1990.7,653530
11/29/2022,Wednesday,November,Q4,2022,2000,2012.05,499217
11/30/2022,Thursday,December,Q4,2022,2019,2116.5,1617289
12/1/2022,Friday,December,Q4,2022,2131.55,2113.55,728887
12/2/2022,Monday,December,Q4,2022,2113,2062.3,527810
12/5/2022,Tuesday,December,Q4,2022,2072,2042.1,505068
12/6/2022,Wednesday,December,Q4,2022,2042,2063.3,594052
12/7/2022,Thursday,December,Q4,2022,2062,2032.7,340020
12/8/2022,Friday,December,Q4,2022,2042.9,2052.7,316620
12/9/2022,Monday,December,Q4,2022,2063,2053.45,395043
12/12/2022,Tuesday,December,Q4,2022,2030,2024.05,334135
12/13/2022,Wednesday,December,Q4,2022,2034.2,2021.4,430094
12/14/2022,Thursday,December,Q4,2022,2026.4,2018.15,324888
12/15/2022,Friday,December,Q4,2022,2017,2024.9,351166
12/16/2022,Monday,December,Q4,2022,2012.7,2044.25,841693
12/19/2022,Tuesday,December,Q4,2022,2051,2062.05,341433
12/20/2022,Wednesday,December,Q4,2022,2060,2061.65,285591
12/21/2022,Thursday,December,Q4,2022,2070.95,1968.25,592366
12/22/2022,Friday,December,Q4,2022,1980,1980.75,724864
12/23/2022,Monday,December,Q4,2022,1970,1809.05,1242927
12/26/2022,Tuesday,December,Q4,2022,1809.05,1876.85,1226600
12/27/2022,Wednesday,December,Q4,2022,1890,1908.7,899439
12/28/2022,Thursday,December,Q4,2022,1908.7,1897.85,997622
12/29/2022,Friday,December,Q4,2022,1891,1910.25,779002
12/30/2022,Monday,January,Q1,2023,1930,1931.8,1555688
1/2/2023,Tuesday,January,Q1,2023,1933.7,1888.7,695287
1/3/2023,Wednesday,January,Q1,2023,1902.1,1892.95,813712
1/4/2023,Thursday,January,Q1,2023,1902,1860.5,728947
1/5/2023,Friday,January,Q1,2023,1869.85,1860,803349
1/6/2023,Monday,January,Q1,2023,1868.9,1838.25,455101
1/9/2023,Tuesday,January,Q1,2023,1851,1891.45,568005
1/10/2023,Wednesday,January,Q1,2023,1893.4,1895.2,654655
1/11/2023,Thursday,January,Q1,2023,1904.7,1877.15,504917
1/12/2023,Friday,January,Q1,2023,1884.25,1889.85,575619
1/13/2023,Monday,January,Q1,2023,1894.55,1915.65,507766
1/16/2023,Tuesday,January,Q1,2023,1925.25,2089.8,5267979
1/17/2023,Wednesday,January,Q1,2023,2108,2166.15,5814973
1/18/2023,Thursday,January,Q1,2023,2166.15,2096.9,1916506
1/19/2023,Friday,January,Q1,2023,2088.05,1954.3,2465786
1/20/2023,Monday,January,Q1,2023,1965,1975.6,2837568
1/23/2023,Tuesday,January,Q1,2023,1986.7,1931.85,1225337
1/24/2023,Wednesday,January,Q1,2023,1948.9,1916.8,892161
1/25/2023,Friday,January,Q1,2023,1900,1857.8,1219566
1/27/2023,Monday,January,Q1,2023,1780,1486.25,5838601
1/30/2023,Tuesday,January,Q1,2023,1325,1189,12185306
1/31/2023,Wednesday,February,Q1,2023,1135,1223.9,11356550
2/1/2023,Thursday,February,Q1,2023,1278.9,1155.35,5928882
2/2/2023,Friday,February,Q1,2023,1039.85,1039.85,509110
2/3/2023,Monday,February,Q1,2023,935.9,935.9,369006
2/6/2023,Tuesday,February,Q1,2023,889.1,889.1,290650
2/7/2023,Wednesday,February,Q1,2023,844.65,844.65,14239086
2/8/2023,Thursday,February,Q1,2023,831,802.45,11524691
2/9/2023,Friday,February,Q1,2023,770.05,762.35,4729491
2/10/2023,Monday,February,Q1,2023,732,724.25,2074917
2/13/2023,Tuesday,February,Q1,2023,688.05,688.05,294782
2/14/2023,Wednesday,February,Q1,2023,653.65,653.65,206263
2/15/2023,Thursday,February,Q1,2023,621,621,307402
2/16/2023,Friday,February,Q1,2023,632,616.3,13543834
2/17/2023,Monday,February,Q1,2023,628,628.65,3686567
2/20/2023,Tuesday,February,Q1,2023,609,597.25,2080050
2/21/2023,Wednesday,February,Q1,2023,593.1,567.4,1657718
2/22/2023,Thursday,February,Q1,2023,545,539.05,861922
2/23/2023,Friday,February,Q1,2023,512.1,512.1,223957
2/24/2023,Monday,February,Q1,2023,486.5,486.5,1417656
2/27/2023,Tuesday,February,Q1,2023,468,462.2,1064159
2/28/2023,Wednesday,March,Q1,2023,439.1,485.3,8613869
3/1/2023,Thursday,March,Q1,2023,509,509.55,387360
3/2/2023,Friday,March,Q1,2023,535,535,206751
3/3/2023,Monday,March,Q1,2023,561.75,561.75,58629
3/6/2023,Wednesday,March,Q1,2023,589.8,589.8,155806
3/8/2023,Thursday,March,Q1,2023,619.25,619.25,133344
3/9/2023,Friday,March,Q1,2023,650.2,650.2,784131
3/10/2023,Monday,March,Q1,2023,675,682.7,2561407
3/13/2023,Tuesday,March,Q1,2023,716.8,716.8,854810
3/14/2023,Wednesday,March,Q1,2023,714,706.1,9935463
3/15/2023,Thursday,March,Q1,2023,725,740.4,3892260
3/16/2023,Friday,March,Q1,2023,766.15,777.4,3038749
3/17/2023,Monday,March,Q1,2023,810,816.25,3378276
3/20/2023,Tuesday,March,Q1,2023,797.95,848.65,6908589
3/21/2023,Wednesday,March,Q1,2023,868,891.05,3819655
3/22/2023,Thursday,March,Q1,2023,923,935.6,1825044
3/23/2023,Friday,March,Q1,2023,982,982.35,1170710
3/24/2023,Monday,March,Q1,2023,1024,1029.35,12923291
3/27/2023,Tuesday,March,Q1,2023,1060,984.9,7656812
3/28/2023,Wednesday,March,Q1,2023,950,935.65,1057688
3/29/2023,Friday,March,Q1,2023,888.9,894.35,8902722
3/31/2023,Monday,April,Q2,2023,912,881.15,3833232
4/3/2023,Wednesday,April,Q2,2023,884.8,837.45,2788282
4/5/2023,Thursday,April,Q2,2023,815,815.6,3818321
4/6/2023,Monday,April,Q2,2023,838.9,856.35,3002370
4/10/2023,Tuesday,April,Q2,2023,897,899.15,1891503
4/11/2023,Wednesday,April,Q2,2023,936,944.1,1163105
4/12/2023,Thursday,April,Q2,2023,991.3,941.85,8203268
4/13/2023,Monday,April,Q2,2023,939.55,941.15,2585526
4/17/2023,Tuesday,April,Q2,2023,965,962.55,2317568
4/18/2023,Wednesday,April,Q2,2023,973,952.25,1378704
4/19/2023,Thursday,April,Q2,2023,952.4,935.8,1177133
4/20/2023,Friday,April,Q2,2023,937,933.05,1181812
4/21/2023,Monday,April,Q2,2023,937,916.2,727246
4/24/2023,Tuesday,April,Q2,2023,916.2,887.1,1450872
4/25/2023,Wednesday,April,Q2,2023,870,931.15,2314534
4/26/2023,Thursday,April,Q2,2023,934.8,924.6,1626606
4/27/2023,Friday,April,Q2,2023,924.6,917.05,695987
4/28/2023,Tuesday,May,Q2,2023,926.8,951,2759309
5/2/2023,Wednesday,May,Q2,2023,994.75,974.65,3323308
5/3/2023,Thursday,May,Q2,2023,972,942.05,1870972
5/4/2023,Friday,May,Q2,2023,936,945.55,3394830
5/5/2023,Monday,May,Q2,2023,946.95,940.55,3266241
5/8/2023,Tuesday,May,Q2,2023,922,917.3,3406153
5/9/2023,Wednesday,May,Q2,2023,917.3,903.15,3476977
5/10/2023,Thursday,May,Q2,2023,890,902.35,3682237
5/11/2023,Friday,May,Q2,2023,904.4,913.55,1061641
5/12/2023,Monday,May,Q2,2023,920,895.6,749875
5/15/2023,Tuesday,May,Q2,2023,905,868.7,868695
5/16/2023,Wednesday,May,Q2,2023,868.95,874.15,822421
5/17/2023,Thursday,May,Q2,2023,885,875.4,781898
5/18/2023,Friday,May,Q2,2023,886.55,860.55,646071
5/19/2023,Monday,May,Q2,2023,839,896.95,2849747
5/22/2023,Tuesday,May,Q2,2023,934,941.75,460730
5/23/2023,Wednesday,May,Q2,2023,988.8,988.8,228535
5/24/2023,Thursday,May,Q2,2023,1025,984.25,7440008
5/25/2023,Friday,May,Q2,2023,982.4,970.65,1892394
5/26/2023,Monday,May,Q2,2023,979.55,963.35,866198
5/29/2023,Tuesday,May,Q2,2023,989.9,977.85,3177944
5/30/2023,Wednesday,May,Q2,2023,984.85,966.85,2694114
5/31/2023,Thursday,June,Q2,2023,960,977.7,6233565
6/1/2023,Friday,June,Q2,2023,997.25,993.95,4639202
6/2/2023,Monday,June,Q2,2023,992,983.55,3707803
6/5/2023,Tuesday,June,Q2,2023,989.65,987.85,3596959
6/6/2023,Wednesday,June,Q2,2023,990,991.85,4003295
6/7/2023,Thursday,June,Q2,2023,1006.85,985.55,1247714
6/8/2023,Friday,June,Q2,2023,987,976,636876
6/9/2023,Monday,June,Q2,2023,972,963.65,416990
6/12/2023,Tuesday,June,Q2,2023,968.95,961.1,431395
6/13/2023,Wednesday,June,Q2,2023,961,955.3,476248
6/14/2023,Thursday,June,Q2,2023,955,957.65,381844
6/15/2023,Friday,June,Q2,2023,952.5,962.6,969057
6/16/2023,Monday,June,Q2,2023,967.95,975.05,1954444
6/19/2023,Tuesday,June,Q2,2023,982.85,960.35,430174
6/20/2023,Wednesday,June,Q2,2023,961,961.7,320086
6/21/2023,Thursday,June,Q2,2023,963.95,977,4202611
6/22/2023,Friday,June,Q2,2023,979.7,974.85,4562722
6/23/2023,Monday,June,Q2,2023,973,959.85,5559363
6/26/2023,Tuesday,June,Q2,2023,940,968.45,6002771
6/27/2023,Wednesday,June,Q2,2023,970.95,959.55,415940
6/28/2023,Friday,June,Q2,2023,959.85,956.65,55121312
6/30/2023,Monday,July,Q3,2023,961.65,945.9,1326330
7/3/2023,Tuesday,July,Q3,2023,955.85,942.85,634378
7/4/2023,Wednesday,July,Q3,2023,942.9,946,572039
7/5/2023,Thursday,July,Q3,2023,946,948.2,567900
7/6/2023,Friday,July,Q3,2023,950.95,962.2,799351
7/7/2023,Monday,July,Q3,2023,962.8,951,585951
7/10/2023,Tuesday,July,Q3,2023,959.85,959.45,828417
7/11/2023,Wednesday,July,Q3,2023,952,965.15,603865
7/12/2023,Thursday,July,Q3,2023,963.05,954.55,550399
7/13/2023,Friday,July,Q3,2023,960,947.05,542919
7/14/2023,Monday,July,Q3,2023,952.95,965.2,618578
7/17/2023,Tuesday,July,Q3,2023,970.15,965.3,754573
7/18/2023,Wednesday,July,Q3,2023,968,973.75,2254479
7/19/2023,Thursday,July,Q3,2023,982,979.65,735702
7/20/2023,Friday,July,Q3,2023,981.95,985,821313
7/21/2023,Monday,July,Q3,2023,985,995.55,729192
7/24/2023,Tuesday,July,Q3,2023,998.95,989.15,479401
7/25/2023,Wednesday,July,Q3,2023,990,1088.05,3645365
7/26/2023,Thursday,July,Q3,2023,1114,1140.4,6346278
7/27/2023,Friday,July,Q3,2023,1148,1119.2,2025025
7/28/2023,Monday,July,Q3,2023,1129,1092.6,1524478
7/31/2023,Tuesday,August,Q3,2023,1109,1093.3,3152824
8/1/2023,Wednesday,August,Q3,2023,1115,1087.05,2143083
8/2/2023,Thursday,August,Q3,2023,1087,1052.45,1245613
8/3/2023,Friday,August,Q3,2023,1052.45,1036,2555083
8/4/2023,Monday,August,Q3,2023,1041.7,1012.55,924378
8/7/2023,Tuesday,August,Q3,2023,1015.9,965.9,9340727
8/8/2023,Wednesday,August,Q3,2023,977.7,984.3,3855260
8/9/2023,Thursday,August,Q3,2023,994.9,971.3,1692921
8/10/2023,Friday,August,Q3,2023,976.65,973.9,1202964
8/11/2023,Monday,August,Q3,2023,979.05,971.35,816244
8/14/2023,Wednesday,August,Q3,2023,950,951.25,1039901
8/16/2023,Thursday,August,Q3,2023,956.6,948.5,812634
8/17/2023,Friday,August,Q3,2023,955,933.5,1203944
8/18/2023,Monday,August,Q3,2023,940.55,994.75,5524623
8/21/2023,Tuesday,August,Q3,2023,1006.4,1020.05,2525140
8/22/2023,Wednesday,August,Q3,2023,1029.9,1015.1,1863617
8/23/2023,Thursday,August,Q3,2023,1020.8,971.5,1549871
8/24/2023,Friday,August,Q3,2023,985,983.65,949991
8/25/2023,Monday,August,Q3,2023,985.4,979.45,589826
8/28/2023,Tuesday,August,Q3,2023,997.1,980.1,650632
8/29/2023,Wednesday,August,Q3,2023,984.05,974.5,1469569
8/30/2023,Thursday,August,Q3,2023,974.5,970.5,705104
8/31/2023,Friday,September,Q3,2023,932.05,928.65,4440751
9/1/2023,Monday,September,Q3,2023,928.6,949.1,4096797
9/4/2023,Tuesday,September,Q3,2023,952.9,959.2,4893856
9/5/2023,Wednesday,September,Q3,2023,959.2,962.1,5108072
9/6/2023,Thursday,September,Q3,2023,963,1006.1,7453688
9/7/2023,Friday,September,Q3,2023,1009.85,1002.65,5105272
9/8/2023,Monday,September,Q3,2023,1002.65,1001.2,5254899
9/11/2023,Tuesday,September,Q3,2023,1017.95,1014.65,7208880
9/12/2023,Wednesday,September,Q3,2023,1021.95,1004.8,7833978
9/13/2023,Thursday,September,Q3,2023,1002.75,985.8,962195
9/14/2023,Friday,September,Q3,2023,990.95,983.8,466895
9/15/2023,Monday,September,Q3,2023,990,1006.45,1393292
9/18/2023,Wednesday,September,Q3,2023,1015,1004.95,5210864
9/20/2023,Thursday,September,Q3,2023,1004.95,1008.95,7657175
9/21/2023,Friday,September,Q3,2023,1017.45,1023.45,8252497
9/22/2023,Monday,September,Q3,2023,1025,1018.8,6840537
9/25/2023,Tuesday,September,Q3,2023,1021.95,1013.8,4649263
9/26/2023,Wednesday,September,Q3,2023,1016.6,1012.3,5535950
9/27/2023,Thursday,September,Q3,2023,1000,1018.75,5379612
9/28/2023,Friday,September,Q3,2023,1020,1012.45,3914462
9/29/2023,Tuesday,October,Q4,2023,1005.05,987.15,895626
10/3/2023,Wednesday,October,Q4,2023,995.1,973.95,500850
10/4/2023,Thursday,October,Q4,2023,975.05,971.9,755636
10/5/2023,Friday,October,Q4,2023,978.95,959.65,451208
10/6/2023,Monday,October,Q4,2023,965,961.25,359021
10/9/2023,Tuesday,October,Q4,2023,955,938.95,574852
10/10/2023,Wednesday,October,Q4,2023,941.05,939.75,356178
10/11/2023,Thursday,October,Q4,2023,949.65,962.45,775846
10/12/2023,Friday,October,Q4,2023,965.95,948.65,353632
10/13/2023,Monday,October,Q4,2023,949.95,948.9,290187
10/16/2023,Tuesday,October,Q4,2023,950,938.8,376852
10/17/2023,Wednesday,October,Q4,2023,949.95,948.65,363315
10/18/2023,Thursday,October,Q4,2023,949.4,939.05,281564
10/19/2023,Friday,October,Q4,2023,937,933,291740
10/20/2023,Monday,October,Q4,2023,938.5,920.15,625755
10/23/2023,Wednesday,October,Q4,2023,928,880.8,695285
10/25/2023,Thursday,October,Q4,2023,881,876.15,464127
10/26/2023,Friday,October,Q4,2023,866.5,848.15,1138154
10/27/2023,Monday,October,Q4,2023,852.85,870.9,902416
10/30/2023,Tuesday,October,Q4,2023,875,915.25,2041633
10/31/2023,Wednesday,November,Q4,2023,920,911.65,713136
11/1/2023,Thursday,November,Q4,2023,914.7,880.25,551732
11/2/2023,Friday,November,Q4,2023,894,892.1,510410
11/3/2023,Monday,November,Q4,2023,898.95,902.7,286930
11/6/2023,Tuesday,November,Q4,2023,909.9,926.5,619386
11/7/2023,Wednesday,November,Q4,2023,934.7,932.15,919787
11/8/2023,Thursday,November,Q4,2023,934.95,946.65,492815
11/9/2023,Friday,November,Q4,2023,953,938.1,359924
11/10/2023,Monday,November,Q4,2023,942.8,938.7,311274
11/13/2023,Wednesday,November,Q4,2023,942.05,940.15,341112
11/15/2023,Thursday,November,Q4,2023,952,950.15,412643
11/16/2023,Friday,November,Q4,2023,948,941.35,353018
11/17/2023,Monday,November,Q4,2023,941.35,936.1,341144
11/20/2023,Tuesday,November,Q4,2023,935,926.2,472979
11/21/2023,Wednesday,November,Q4,2023,926.2,926.6,377892
11/22/2023,Thursday,November,Q4,2023,925.95,914.45,288736
11/23/2023,Friday,November,Q4,2023,920,930.7,350091
11/24/2023,Tuesday,November,Q4,2023,936,937.9,738018
11/28/2023,Wednesday,November,Q4,2023,955,1052.8,11565049
11/29/2023,Thursday,November,Q4,2023,1089.65,1041.7,6654207
11/30/2023,Friday,December,Q4,2023,1040,1028.8,4253647
12/1/2023,Monday,December,Q4,2023,1042,1026.5,1181792
12/4/2023,Tuesday,December,Q4,2023,1160,1123.75,5999345
12/5/2023,Wednesday,December,Q4,2023,1126,1348.5,16961888
12/6/2023,Thursday,December,Q4,2023,1474.5,1563.45,19688066
12/7/2023,Friday,December,Q4,2023,1580,1624.15,10884637
12/8/2023,Monday,December,Q4,2023,1645,1550.3,5410307
12/11/2023,Tuesday,December,Q4,2023,1554.4,1530,2705685
12/12/2023,Wednesday,December,Q4,2023,1532.85,1463.9,2007520
12/13/2023,Thursday,December,Q4,2023,1459,1427.7,2826807
12/14/2023,Friday,December,Q4,2023,1435.95,1508.3,3437936
12/15/2023,Monday,December,Q4,2023,1527.65,1526.65,1698622
12/18/2023,Tuesday,December,Q4,2023,1518.95,1524.65,1077675
12/19/2023,Wednesday,December,Q4,2023,1530.5,1531.8,965109
12/20/2023,Thursday,December,Q4,2023,1539.75,1452.15,2233664
12/21/2023,Friday,December,Q4,2023,1390.05,1519.55,2134995
12/22/2023,Tuesday,December,Q4,2023,1543,1533.1,1062643
12/26/2023,Wednesday,December,Q4,2023,1555,1600.2,2810862
12/27/2023,Thursday,December,Q4,2023,1644,1601.1,2120712
12/28/2023,Friday,December,Q4,2023,1605.1,1561,1156469
12/29/2023,Monday,January,Q1,2024,1570,1597,1160954
1/1/2024,Tuesday,January,Q1,2024,1598,1598.4,912757
1/2/2024,Wednesday,January,Q1,2024,1598.8,1603.55,1031651
1/3/2024,Thursday,January,Q1,2024,1699,1697.25,8064214
1/4/2024,Friday,January,Q1,2024,1706.55,1692.5,1492988
1/5/2024,Monday,January,Q1,2024,1695,1674,871729
1/8/2024,Tuesday,January,Q1,2024,1685.3,1680.05,1137776
1/9/2024,Wednesday,January,Q1,2024,1698.05,1683.4,939531
1/10/2024,Thursday,January,Q1,2024,1704,1723.25,2417233
1/11/2024,Friday,January,Q1,2024,1739,1714.15,985473
1/12/2024,Monday,January,Q1,2024,1725.6,1710.7,620508
1/15/2024,Tuesday,January,Q1,2024,1725,1694.8,687285
1/16/2024,Wednesday,January,Q1,2024,1693.5,1666.8,961314
1/17/2024,Thursday,January,Q1,2024,1653,1615,1151828
1/18/2024,Friday,January,Q1,2024,1615,1588.25,994211
1/19/2024,Tuesday,January,Q1,2024,1610,1570.75,796187
1/23/2024,Wednesday,January,Q1,2024,1740,1680.9,1594674
1/24/2024,Thursday,January,Q1,2024,1687.95,1641.35,9489231
1/25/2024,Monday,January,Q1,2024,1647,1664.8,1088872
1/29/2024,Tuesday,January,Q1,2024,1684.95,1715.5,3435566
1/30/2024,Wednesday,January,Q1,2024,1720,1679.45,992518
1/31/2024,Thursday,February,Q1,2024,1680,1669.45,802666
2/1/2024,Friday,February,Q1,2024,1689,1665.95,1735338
2/2/2024,Monday,February,Q1,2024,1681.9,1674.25,946215
2/5/2024,Tuesday,February,Q1,2024,1684,1668.65,1070961
2/6/2024,Wednesday,February,Q1,2024,1668.65,1721.65,1975868
2/7/2024,Thursday,February,Q1,2024,1749.5,1866,8925796
2/8/2024,Friday,February,Q1,2024,1884.1,1827.95,1698528
2/9/2024,Monday,February,Q1,2024,1836.9,1880.7,3159808
2/12/2024,Tuesday,February,Q1,2024,1888.05,1842.6,2383164
2/13/2024,Wednesday,February,Q1,2024,1853,1815.55,1771092
2/14/2024,Thursday,February,Q1,2024,1813,1852.25,2627140
2/15/2024,Friday,February,Q1,2024,1868,1900.75,3184514
2/16/2024,Monday,February,Q1,2024,1910.05,1904.75,1701073
2/19/2024,Tuesday,February,Q1,2024,1919,1955.05,2401867
2/20/2024,Wednesday,February,Q1,2024,1963.7,1926.65,1252526
2/21/2024,Thursday,February,Q1,2024,1926,1904.95,1184961
2/22/2024,Friday,February,Q1,2024,1915,1922.65,680137
2/23/2024,Monday,February,Q1,2024,1930.5,1923.3,599092
2/26/2024,Tuesday,February,Q1,2024,1931.4,1970.45,1995834
2/27/2024,Wednesday,February,Q1,2024,1964,1979.5,1002672
2/28/2024,Thursday,February,Q1,2024,1989.8,1918.15,916806
2/29/2024,Friday,March,Q1,2024,1921,1895.05,2243471
3/1/2024,Monday,March,Q1,2024,1930,1969.55,947398
3/4/2024,Tuesday,March,Q1,2024,1977.55,1940.7,609441
3/5/2024,Wednesday,March,Q1,2024,1943.2,1947.4,415461
3/6/2024,Thursday,March,Q1,2024,1950,1910.5,643437
3/7/2024,Monday,March,Q1,2024,1919.9,1929.1,517466
3/11/2024,Tuesday,March,Q1,2024,1930,1930.3,755932
3/12/2024,Wednesday,March,Q1,2024,1930,1897.1,639409
3/13/2024,Thursday,March,Q1,2024,1897.1,1725,2348187
